application_id,mechanism_id,mechanism_name,mapping_source,mapping_confidence
APP-00253,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00253,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00255,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00287,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00287,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00289,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00285,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00285,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00283,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00283,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00284,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00277,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00278,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00280,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00281,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00301,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00301,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00295,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00297,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00292,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00293,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00294,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00294,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00310,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00315,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00319,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00320,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00307,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00307,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00306,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00306,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00303,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00304,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00304,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00331,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00331,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00332,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00333,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00326,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00326,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00328,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00325,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00334,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00335,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00340,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00334,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00363,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00363,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00364,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00364,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00358,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00361,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00351,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00354,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00351,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00351,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00372,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00373,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00373,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00370,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00371,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00369,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00367,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00367,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00390,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00391,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00391,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00392,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00393,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00393,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00389,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00389,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00383,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00383,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00385,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00388,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00381,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00406,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00408,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00403,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00401,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00402,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00402,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00394,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00397,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00429,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00417,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00419,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00419,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00420,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00422,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00414,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00416,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00416,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00409,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00410,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00410,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00410,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00413,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00444,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00444,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00438,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00439,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00439,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00442,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00432,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00432,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00433,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00435,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00430,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00457,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00457,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00459,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00459,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00461,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00455,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00456,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00456,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00456,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00450,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00450,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00451,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00453,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00445,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00446,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00448,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00472,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00472,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00475,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00476,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00476,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00466,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00466,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00466,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00468,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00464,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00465,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00464,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00490,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00491,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00489,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00489,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00481,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00484,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00485,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00479,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00479,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00094,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00094,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00089,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00090,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00090,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00087,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00088,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00089,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00084,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00084,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00084,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00498,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00498,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00501,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00502,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00496,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00497,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00497,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00494,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00495,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00496,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00492,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00512,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00512,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00514,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00507,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00508,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00510,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00511,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00503,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00503,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00504,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00502,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00529,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00529,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00520,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00521,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00521,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00522,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00523,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00520,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00516,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00516,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00517,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00540,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00543,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00543,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00537,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00537,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00539,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00530,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00531,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00532,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00534,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00552,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00554,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00554,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00555,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00556,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00556,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00551,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00551,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00547,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00547,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00548,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00550,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00544,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00544,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00565,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00565,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00568,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00569,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00563,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00559,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00578,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00580,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00577,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00575,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00576,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00576,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00569,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00570,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00571,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00571,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00587,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00587,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00589,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00589,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00585,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00585,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00586,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00584,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00584,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00582,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00598,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00598,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00599,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00599,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00600,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
