application_id,candidate_id,requisition_id,client_account_id,recruiter_id,job_title,job_family,location_city,location_state,work_arrangement,contract_type,years_experience,application_source,pay_rate_prior,pay_rate_offered,notice_period_days,application_date,interview_date,offer_date,offer_response_date,expected_start_date,actual_start_date,offer_extended,offer_accepted,final_disposition,disposition_date,research_split,req_requisition_open_date,client_client_name,client_primary_job_families_general,client_hiring_speed_tier,client_pay_band_tier,client_preferred_work_arrangement,recruiter_recruiter_first_name,recruiter_team,recruiter_tenure_months,recruiter_typical_followup_speed_tier,recruiter_typical_communication_frequency_tier,days_application_to_interview,days_interview_to_offer,days_offer_to_response,days_acceptance_to_expected_start,days_expected_to_actual_start,pay_change_absolute,pay_change_percentage,total_communications,total_stage_events
APP-00725,CAND-00705,REQ-00089,CLI-008,REC-018,Software Engineer,IT/Technology,Houston,TX,hybrid,W2 Contract,1.5,referral,44.66,48.97,9,2025-06-05,2025-06-13,2025-06-27,2025-06-30,2025-07-27,,True,True,accepted_no_show,2025-07-27,held_out_test,2025-04-22,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,Linh,Team_Commercial,40,slow,high,8,14,3,27,,4.310000000000002,9.65069413345276,8,7
APP-00726,CAND-00706,REQ-00031,CLI-001,REC-015,Shipping/Receiving Clerk,Light Industrial,Memphis,TN,onsite,W2 Contract,2.4,job_board,,21.42,5,2025-05-24,2025-06-13,2025-06-20,2025-06-23,2025-07-22,,True,True,withdrew_post_acceptance,2025-06-24,held_out_test,2025-05-04,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Omar,Team_Commercial,4,slow,medium,20,7,3,29,,,,7,6
APP-00727,CAND-00707,REQ-00049,CLI-008,REC-001,Systems Administrator,IT/Technology,Milwaukee,WI,hybrid,Direct Hire,1.0,recruiter_sourced,31.12,34.92,7,2024-11-08,2024-11-14,2024-11-22,2024-11-27,2024-12-05,2024-12-05,True,True,joined_on_time,2024-12-05,discovery,2024-10-02,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,Maria,Team_Technical,14,slow,high,6,8,5,8,0.0,3.8000000000000007,12.210796915167096,3,7
APP-00728,CAND-00708,REQ-00057,CLI-003,REC-007,AR Specialist,Finance/Accounting,Nashville,TN,hybrid,1099,1.4,recruiter_sourced,28.85,32.21,3,2024-06-12,2024-06-18,2024-06-21,2024-06-22,2024-07-19,,True,False,declined_offer,2024-06-22,hypothesis_generation,2024-06-12,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Emily,Team_Technical,22,fast,medium,6,3,1,27,,3.3599999999999994,11.64644714038128,12,4
APP-00729,CAND-00709,REQ-00013,CLI-007,REC-002,Pharmacy Technician,Healthcare,Houston,TX,onsite,1099,7.7,job_board,25.21,31.92,8,2024-11-25,2024-12-07,2024-12-20,2024-12-24,2025-01-04,2025-01-04,True,True,joined_on_time,2025-01-04,hypothesis_generation,2024-11-23,Client_Eta_RegionalClinics,Healthcare,medium,below_market,onsite,James,Team_Healthcare,30,fast,low,12,13,4,11,0.0,6.710000000000001,26.616422054740184,7,9
APP-00730,CAND-00710,REQ-00014,CLI-007,REC-002,Phlebotomist,Healthcare,Tucson,AZ,remote,Contract-to-Hire,3.2,recruiter_sourced,,28.5,7,2024-10-18,2024-11-06,2024-11-17,2024-11-22,2024-12-14,2024-12-14,True,True,joined_on_time,2024-12-14,discovery,2024-10-03,Client_Eta_RegionalClinics,Healthcare,medium,below_market,onsite,James,Team_Healthcare,30,fast,low,19,11,5,22,0.0,,,6,9
APP-00731,CAND-00711,REQ-00084,CLI-009,REC-016,Quality Engineer,Engineering,Raleigh,NC,onsite,Contract-to-Hire,7.7,referral,30.69,35.36,9,2024-08-26,2024-09-01,2024-09-04,2024-09-05,2024-09-15,2024-09-15,True,True,joined_on_time,2024-09-15,discovery,2024-08-04,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,6,3,1,10,0.0,4.669999999999998,15.216682958618435,3,9
APP-00732,CAND-00712,REQ-00043,CLI-008,REC-004,Data Analyst,IT/Technology,Memphis,TN,hybrid,Contract-to-Hire,6.4,referral,47.02,45.08,3,2024-04-11,2024-04-27,2024-05-01,2024-05-05,2024-05-19,,True,True,withdrew_post_acceptance,2024-05-10,held_out_test,2024-03-29,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,David,Team_Technical,30,fast,high,16,4,4,14,,-1.9400000000000048,-4.125903870693333,9,7
APP-00733,CAND-00713,REQ-00075,CLI-009,REC-010,Quality Engineer,Engineering,St. Louis,MO,onsite,Direct Hire,3.7,referral,,38.15,6,2025-02-18,2025-02-25,2025-03-05,2025-03-05,2025-04-04,2025-04-04,True,True,joined_on_time,2025-04-04,discovery,2025-02-02,Client_Iota_Industrial,Engineering,medium,market,onsite,Nia,Team_Technical,22,medium,low,7,8,0,30,0.0,,,8,8
APP-00734,CAND-00714,REQ-00031,CLI-001,REC-015,Shipping/Receiving Clerk,Light Industrial,Memphis,TN,onsite,W2 Contract,4.0,referral,15.1,16.39,6,2025-05-16,2025-06-04,2025-06-11,2025-06-14,2025-06-25,,True,True,rejected_by_client,2025-06-20,held_out_test,2025-05-04,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Omar,Team_Commercial,4,slow,medium,19,7,3,11,,1.290000000000001,8.5430463576159,6,6
APP-00735,CAND-00715,REQ-00079,CLI-005,REC-010,Material Handler,Light Industrial,Indianapolis,IN,onsite,1099,1.5,staffing_event,15.98,17.03,10,2025-04-07,2025-04-18,2025-04-23,2025-04-27,2025-05-06,2025-05-07,True,True,joined_on_time,2025-05-07,hypothesis_generation,2025-04-06,Client_Epsilon_Manufacturing,Engineering;Light Industrial,slow,below_market,onsite,Nia,Team_Technical,22,medium,low,11,5,4,9,1.0,1.0500000000000007,6.5707133917396785,1,8
APP-00736,CAND-00716,REQ-00201,CLI-009,REC-016,Mechanical Engineer,Engineering,Tampa,FL,remote,Direct Hire,3.9,reapply,31.62,33.55,13,2024-04-07,2024-04-17,2024-04-27,2024-04-27,2024-05-10,2024-05-10,True,True,joined_on_time,2024-05-10,discovery,2024-03-17,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,10,10,0,13,0.0,1.9299999999999962,6.103731815306756,10,7
APP-00737,CAND-00717,REQ-00027,CLI-003,REC-014,Payroll Specialist,Finance/Accounting,Milwaukee,WI,hybrid,Contract-to-Hire,2.5,reapply,35.18,37.71,9,2025-06-24,2025-07-13,2025-07-24,2025-07-28,2025-08-28,,True,True,withdrew_post_acceptance,2025-08-13,discovery,2025-06-18,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Rachel,Team_Healthcare,22,fast,medium,19,11,4,31,,2.530000000000001,7.191586128482095,9,6
APP-00738,CAND-00718,REQ-00192,CLI-008,REC-016,Business Systems Analyst,IT/Technology,Jacksonville,FL,hybrid,Direct Hire,3.0,recruiter_sourced,54.77,63.31,8,2025-03-07,2025-03-11,2025-03-18,2025-03-20,2025-04-21,,True,False,declined_offer,2025-03-20,discovery,2025-02-17,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,Jessica,Team_Technical,30,fast,medium,4,7,2,32,,8.54,15.592477633741098,8,4
APP-00739,CAND-00719,REQ-00026,CLI-001,REC-018,Material Handler,Light Industrial,Kansas City,MO,onsite,W2 Contract,5.8,recruiter_sourced,,21.45,4,2024-09-01,2024-09-16,2024-10-03,2024-10-07,2024-10-17,2024-10-17,True,True,joined_on_time,2024-10-17,held_out_test,2024-07-29,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Linh,Team_Commercial,40,slow,high,15,17,4,10,0.0,,,12,8
APP-00740,CAND-00720,REQ-00126,CLI-005,REC-016,Mechanical Engineer,Engineering,Austin,TX,onsite,W2 Contract,2.3,recruiter_sourced,33.56,33.06,18,2024-11-20,2024-12-04,2024-12-13,2024-12-18,2025-01-11,2025-01-11,True,True,joined_on_time,2025-01-11,discovery,2024-10-27,Client_Epsilon_Manufacturing,Engineering;Light Industrial,slow,below_market,onsite,Jessica,Team_Technical,30,fast,medium,14,9,5,24,0.0,-0.5,-1.4898688915375446,3,9
APP-00741,CAND-00721,REQ-00125,CLI-010,REC-012,Customer Service Representative,Administrative/Professional,Columbus,OH,hybrid,Contract-to-Hire,1.3,recruiter_sourced,21.1,24.66,0,2024-11-02,2024-11-18,2024-12-06,2024-12-11,2024-12-23,,True,True,withdrew_post_acceptance,2024-12-16,discovery,2024-10-04,Client_Kappa_CorpServices,Administrative/Professional,fast,below_market,hybrid,Sofia,Team_Commercial,70,slow,high,16,18,5,12,,3.5599999999999987,16.872037914691937,11,6
APP-00742,CAND-00722,REQ-00169,CLI-002,REC-008,Medical Assistant,Healthcare,Tucson,AZ,onsite,Contract-to-Hire,8.4,career_site,25.48,26.69,8,2025-05-05,2025-05-10,2025-05-19,2025-05-19,2025-06-03,,True,True,withdrew_post_acceptance,2025-05-29,hypothesis_generation,2025-04-15,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Wei,Team_Healthcare,8,fast,medium,5,9,0,15,,1.2100000000000009,4.748822605965467,4,6
APP-00743,CAND-00723,REQ-00111,CLI-006,REC-015,Senior Accountant,Finance/Accounting,Orlando,FL,hybrid,Direct Hire,5.2,staffing_event,31.99,35.36,12,2024-07-13,2024-08-01,2024-08-07,2024-08-10,2024-09-01,2024-09-02,True,True,joined_on_time,2024-09-02,discovery,2024-07-13,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,Omar,Team_Commercial,4,slow,medium,19,6,3,22,1.0,3.370000000000001,10.534542044388875,5,8
APP-00744,CAND-00188,REQ-00114,CLI-007,REC-011,Radiology Technician,Healthcare,Atlanta,GA,onsite,W2 Contract,8.3,referral,38.46,39.82,14,2025-09-02,2025-09-12,2025-09-30,2025-10-05,2025-10-29,,True,True,accepted_no_show,2025-10-29,held_out_test,2024-10-31,Client_Eta_RegionalClinics,Healthcare,medium,below_market,onsite,Tyler,Team_Healthcare,30,fast,low,10,18,5,24,,1.3599999999999994,3.5361414456578246,4,8
APP-00745,CAND-00724,REQ-00082,CLI-002,REC-005,Pharmacy Technician,Healthcare,Raleigh,NC,onsite,Contract-to-Hire,6.6,career_site,34.0,38.62,9,2024-06-28,2024-07-12,2024-07-18,2024-07-22,2024-08-08,,True,False,declined_offer,2024-07-22,hypothesis_generation,2024-05-26,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Ashley,Team_Healthcare,40,fast,low,14,6,4,17,,4.619999999999997,13.58823529411764,3,4
APP-00746,CAND-00725,REQ-00001,CLI-004,REC-018,Software Engineer,IT/Technology,Atlanta,GA,remote,W2 Contract,4.3,job_board,,44.43,13,2024-05-13,2024-05-26,2024-06-04,2024-06-10,2024-07-01,2024-06-30,True,True,joined_on_time,2024-06-30,held_out_test,2024-04-19,Client_Delta_SoftwareCo,IT/Technology,medium,above_market,remote,Linh,Team_Commercial,40,slow,high,13,9,6,21,-1.0,,,8,9
APP-00747,CAND-00726,REQ-00010,CLI-002,REC-008,Certified Nursing Assistant,Healthcare,Phoenix,AZ,onsite,W2 Contract,2.4,referral,30.72,36.49,12,2024-03-19,2024-03-28,2024-04-08,2024-04-13,2024-05-04,2024-05-03,True,True,joined_on_time,2024-05-03,held_out_test,2024-03-19,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Wei,Team_Healthcare,8,fast,medium,9,11,5,21,-1.0,5.770000000000003,18.782552083333346,9,8
APP-00748,CAND-00727,REQ-00038,CLI-011,REC-009,Administrative Assistant,Administrative/Professional,Tampa,FL,onsite,1099,7.0,job_board,15.2,16.35,16,2024-11-03,2024-11-20,2024-12-02,2024-12-04,2024-12-23,2024-12-22,True,True,joined_on_time,2024-12-22,held_out_test,2024-10-03,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Brandon,Team_Commercial,22,slow,low,17,12,2,19,-1.0,1.1500000000000021,7.565789473684224,3,8
APP-00749,CAND-00728,REQ-00113,CLI-005,REC-012,Warehouse Associate,Light Industrial,Orlando,FL,onsite,W2 Contract,10.8,recruiter_sourced,20.81,21.74,13,2024-11-16,2024-12-05,2024-12-23,2024-12-24,2025-01-15,2025-01-21,True,True,joined_late,2025-01-21,held_out_test,2024-11-10,Client_Epsilon_Manufacturing,Engineering;Light Industrial,slow,below_market,onsite,Sofia,Team_Commercial,70,slow,high,19,18,1,22,6.0,0.9299999999999997,4.469005285920229,13,9
APP-00750,CAND-00655,REQ-00166,CLI-003,REC-010,Accounts Payable Clerk,Finance/Accounting,Nashville,TN,hybrid,Contract-to-Hire,1.3,recruiter_sourced,25.71,27.04,7,2025-03-10,2025-03-24,2025-04-08,2025-04-09,2025-05-05,,True,True,rejected_by_client,2025-05-05,hypothesis_generation,2024-10-11,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Nia,Team_Technical,22,medium,low,14,15,1,26,,1.3299999999999983,5.173084402956041,5,6
APP-00751,CAND-00729,REQ-00181,CLI-010,REC-018,Data Entry Clerk,Administrative/Professional,Jacksonville,FL,hybrid,W2 Contract,4.4,recruiter_sourced,19.03,20.89,6,2024-02-05,2024-02-19,2024-02-27,2024-02-27,2024-03-14,,True,False,declined_offer,2024-02-27,discovery,2024-01-08,Client_Kappa_CorpServices,Administrative/Professional,fast,below_market,hybrid,Linh,Team_Commercial,40,slow,high,14,8,0,16,,1.8599999999999994,9.774040987913816,12,4
APP-00752,CAND-00730,REQ-00185,CLI-005,REC-010,Process Engineer,Engineering,Houston,TX,onsite,Direct Hire,2.9,career_site,33.41,33.78,18,2025-07-05,2025-07-14,2025-07-31,2025-08-05,2025-08-18,,True,True,withdrew_post_acceptance,2025-08-07,discovery,2025-06-14,Client_Epsilon_Manufacturing,Engineering;Light Industrial,slow,below_market,onsite,Nia,Team_Technical,22,medium,low,9,17,5,13,,0.37000000000000455,1.107452858425635,4,7
APP-00753,CAND-00731,REQ-00177,CLI-006,REC-018,AR Specialist,Finance/Accounting,Phoenix,AZ,hybrid,Direct Hire,1.0,referral,23.73,26.1,13,2025-01-27,2025-02-11,2025-03-01,2025-03-06,2025-04-03,,True,True,withdrew_post_acceptance,2025-04-02,hypothesis_generation,2025-01-07,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,Linh,Team_Commercial,40,slow,high,15,18,5,28,,2.370000000000001,9.987357774968398,9,6
APP-00754,CAND-00732,REQ-00010,CLI-002,REC-013,Certified Nursing Assistant,Healthcare,Phoenix,AZ,onsite,W2 Contract,6.4,reapply,23.75,25.71,11,2024-03-25,2024-04-08,2024-04-26,2024-04-26,2024-05-30,2024-06-23,True,True,joined_late,2024-06-23,held_out_test,2024-03-19,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Kevin,Team_Technical,14,fast,medium,14,18,0,34,24.0,1.9600000000000009,8.252631578947373,7,7
APP-00755,CAND-00733,REQ-00189,CLI-003,REC-012,Bookkeeper,Finance/Accounting,Cincinnati,OH,hybrid,W2 Contract,1.1,recruiter_sourced,22.29,25.43,18,2024-12-03,2024-12-21,2024-12-25,2024-12-31,2025-01-17,,True,True,accepted_no_show,2025-01-17,hypothesis_generation,2024-12-03,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Sofia,Team_Commercial,70,slow,high,18,4,6,17,,3.1400000000000006,14.087034544638854,9,6
APP-00756,CAND-00734,REQ-00118,CLI-006,REC-018,Accounts Payable Clerk,Finance/Accounting,Memphis,TN,onsite,1099,2.9,job_board,26.37,28.12,15,2024-05-21,2024-06-01,2024-06-10,2024-06-15,2024-07-03,2024-07-03,True,True,joined_on_time,2024-07-03,held_out_test,2024-05-06,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,Linh,Team_Commercial,40,slow,high,11,9,5,18,0.0,1.75,6.636329161926431,12,7
APP-00757,CAND-00735,REQ-00140,CLI-008,REC-016,DevOps Engineer,IT/Technology,Pittsburgh,PA,onsite,Contract-to-Hire,1.0,job_board,,60.16,20,2024-07-11,2024-08-01,2024-08-07,2024-08-08,2024-08-20,2024-08-20,True,True,joined_on_time,2024-08-20,discovery,2024-06-02,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,Jessica,Team_Technical,30,fast,medium,21,6,1,12,0.0,,,5,8
APP-00758,CAND-00736,REQ-00059,CLI-002,REC-005,Certified Nursing Assistant,Healthcare,Chicago,IL,remote,Direct Hire,3.8,job_board,33.22,36.8,3,2024-11-01,2024-11-05,2024-11-19,2024-11-22,2024-12-15,2024-12-27,True,True,joined_late,2024-12-27,hypothesis_generation,2024-10-05,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Ashley,Team_Healthcare,40,fast,low,4,14,3,23,12.0,3.5799999999999983,10.776640577965077,3,8
APP-00759,CAND-00737,REQ-00224,CLI-009,REC-004,Project Engineer,Engineering,Memphis,TN,onsite,W2 Contract,2.2,job_board,30.87,34.2,9,2025-06-06,2025-06-10,2025-06-21,2025-06-21,2025-07-09,,True,True,withdrew_post_acceptance,2025-07-03,discovery,2025-05-07,Client_Iota_Industrial,Engineering,medium,market,onsite,David,Team_Technical,30,fast,high,4,11,0,18,,3.330000000000002,10.787172011661813,16,7
APP-00760,CAND-00738,REQ-00057,CLI-003,REC-018,AR Specialist,Finance/Accounting,Nashville,TN,hybrid,1099,8.7,career_site,32.58,31.01,10,2024-07-02,2024-07-05,2024-07-08,2024-07-13,2024-08-10,,True,True,withdrew_post_acceptance,2024-07-24,discovery,2024-06-12,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Linh,Team_Commercial,40,slow,high,3,3,5,28,,-1.5699999999999967,-4.8189073050951405,12,7
APP-00761,CAND-00739,REQ-00198,CLI-001,REC-009,Forklift Operator,Light Industrial,Milwaukee,WI,onsite,Direct Hire,4.2,recruiter_sourced,14.94,18.06,10,2025-01-04,2025-01-22,2025-02-04,2025-02-06,2025-02-23,,True,False,declined_offer,2025-02-06,discovery,2024-12-29,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Brandon,Team_Commercial,22,slow,low,18,13,2,17,,3.119999999999999,20.88353413654618,6,4
APP-00762,CAND-00740,REQ-00166,CLI-003,REC-018,Accounts Payable Clerk,Finance/Accounting,Nashville,TN,hybrid,Contract-to-Hire,4.8,recruiter_sourced,36.66,36.12,6,2024-10-19,2024-11-02,2024-11-20,2024-11-24,2024-12-11,,True,False,declined_offer,2024-11-24,discovery,2024-10-11,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Linh,Team_Commercial,40,slow,high,14,18,4,17,,-0.5399999999999991,-1.4729950900163644,15,4
APP-00763,CAND-00741,REQ-00192,CLI-008,REC-004,Business Systems Analyst,IT/Technology,Jacksonville,FL,hybrid,Direct Hire,6.2,career_site,42.44,42.77,13,2025-02-22,2025-02-28,2025-03-03,2025-03-07,2025-04-02,2025-04-02,True,True,joined_on_time,2025-04-02,discovery,2025-02-17,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,David,Team_Technical,30,fast,high,6,3,4,26,0.0,0.3300000000000054,0.777568331762501,12,8
APP-00764,CAND-00742,REQ-00164,CLI-011,REC-003,Shipping/Receiving Clerk,Light Industrial,St. Louis,MO,onsite,Direct Hire,6.2,referral,21.69,20.69,10,2024-03-14,2024-04-01,2024-04-09,2024-04-13,2024-05-12,,True,True,accepted_no_show,2024-05-12,discovery,2024-02-09,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Priya,Team_Commercial,4,slow,medium,18,8,4,29,,-1.0,-4.610419548178884,7,7
APP-00765,CAND-00743,REQ-00110,CLI-002,REC-005,Certified Nursing Assistant,Healthcare,Phoenix,AZ,hybrid,W2 Contract,2.9,job_board,,34.53,15,2024-10-13,2024-11-02,2024-11-15,2024-11-17,2024-12-09,,True,False,declined_offer,2024-11-17,hypothesis_generation,2024-08-29,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Ashley,Team_Healthcare,40,fast,low,20,13,2,22,,,,6,5
APP-00766,CAND-00744,REQ-00030,CLI-006,REC-012,Administrative Assistant,Administrative/Professional,Indianapolis,IN,hybrid,Direct Hire,8.6,recruiter_sourced,,18.13,14,2024-09-07,2024-09-10,2024-09-17,2024-09-21,2024-10-05,,True,True,withdrew_post_acceptance,2024-10-03,held_out_test,2024-08-12,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,Sofia,Team_Commercial,70,slow,high,3,7,4,14,,,,5,6
APP-00767,CAND-00745,REQ-00197,CLI-004,REC-002,Systems Administrator,IT/Technology,Kansas City,MO,remote,W2 Contract,2.1,job_board,,69.33,19,2025-07-14,2025-07-23,2025-08-06,2025-08-09,2025-09-06,,True,True,withdrew_post_acceptance,2025-08-27,discovery,2025-06-08,Client_Delta_SoftwareCo,IT/Technology,medium,above_market,remote,James,Team_Healthcare,30,fast,low,9,14,3,28,,,,5,6
APP-00768,CAND-00746,REQ-00130,CLI-011,REC-012,HR Coordinator,Administrative/Professional,Austin,TX,onsite,Contract-to-Hire,4.2,recruiter_sourced,21.38,20.75,6,2025-04-12,2025-05-02,2025-05-16,2025-05-19,2025-06-14,,True,True,withdrew_post_acceptance,2025-05-28,held_out_test,2025-04-02,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Sofia,Team_Commercial,70,slow,high,20,14,3,26,,-0.629999999999999,-2.946679139382596,7,7
APP-00769,CAND-00747,REQ-00104,CLI-002,REC-005,Pharmacy Technician,Healthcare,Philadelphia,PA,onsite,Contract-to-Hire,8.8,referral,,42.3,4,2025-03-06,2025-03-25,2025-04-10,2025-04-14,2025-05-12,,True,False,declined_offer,2025-04-14,discovery,2025-01-28,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Ashley,Team_Healthcare,40,fast,low,19,16,4,28,,,,6,5
APP-00770,CAND-00748,REQ-00189,CLI-003,REC-009,Bookkeeper,Finance/Accounting,Cincinnati,OH,hybrid,W2 Contract,7.4,referral,30.52,29.86,0,2024-12-21,2024-12-29,2025-01-07,2025-01-07,2025-02-03,,True,False,declined_offer,2025-01-07,discovery,2024-12-03,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Brandon,Team_Commercial,22,slow,low,8,9,0,27,,-0.6600000000000001,-2.1625163826998692,14,4
APP-00771,CAND-00749,REQ-00219,CLI-004,REC-016,Business Systems Analyst,IT/Technology,Philadelphia,PA,remote,Contract-to-Hire,2.1,career_site,61.54,66.53,20,2024-12-18,2024-12-22,2024-12-31,2025-01-06,2025-01-16,,True,False,declined_offer,2025-01-06,held_out_test,2024-12-01,Client_Delta_SoftwareCo,IT/Technology,medium,above_market,remote,Jessica,Team_Technical,30,fast,medium,4,9,6,10,,4.990000000000002,8.108547286317846,7,5
APP-00772,CAND-00750,REQ-00141,CLI-009,REC-016,Civil Engineer,Engineering,Kansas City,MO,onsite,Direct Hire,3.4,staffing_event,33.59,39.18,9,2024-04-24,2024-05-14,2024-05-24,2024-05-29,2024-06-07,2024-06-07,True,True,joined_on_time,2024-06-07,hypothesis_generation,2024-03-17,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,20,10,5,9,0.0,5.589999999999996,16.641857695742768,5,8
APP-00773,CAND-00751,REQ-00180,CLI-002,REC-018,Certified Nursing Assistant,Healthcare,Jacksonville,FL,remote,W2 Contract,4.3,referral,39.39,43.47,2,2024-08-08,2024-08-22,2024-08-31,2024-09-05,2024-09-18,2024-09-18,True,True,joined_on_time,2024-09-18,discovery,2024-08-05,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Linh,Team_Commercial,40,slow,high,14,9,5,13,0.0,4.079999999999998,10.357958872810354,3,7
APP-00774,CAND-00752,REQ-00163,CLI-011,REC-015,Shipping/Receiving Clerk,Light Industrial,Orlando,FL,onsite,Direct Hire,1.9,job_board,15.54,18.22,16,2024-07-01,2024-07-16,2024-07-26,2024-08-01,2024-08-25,,True,True,withdrew_post_acceptance,2024-08-22,hypothesis_generation,2024-05-25,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Omar,Team_Commercial,4,slow,medium,15,10,6,24,,2.6799999999999997,17.245817245817243,5,6
APP-00775,CAND-00753,REQ-00062,CLI-011,REC-012,Office Coordinator,Administrative/Professional,Houston,TX,hybrid,W2 Contract,5.0,job_board,22.35,25.46,9,2025-06-27,2025-07-12,2025-07-18,2025-07-21,2025-08-04,2025-08-04,True,True,joined_on_time,2025-08-04,held_out_test,2025-06-10,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Sofia,Team_Commercial,70,slow,high,15,6,3,14,0.0,3.1099999999999994,13.914988814317669,10,8
APP-00776,CAND-00754,REQ-00118,CLI-006,REC-003,Accounts Payable Clerk,Finance/Accounting,Memphis,TN,onsite,1099,4.3,job_board,,25.26,6,2024-06-04,2024-06-13,2024-06-30,2024-07-05,2024-07-15,,True,True,withdrew_post_acceptance,2024-07-10,discovery,2024-05-06,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,Priya,Team_Commercial,4,slow,medium,9,17,5,10,,,,6,6
APP-00777,CAND-00755,REQ-00045,CLI-007,REC-005,Certified Nursing Assistant,Healthcare,Jacksonville,FL,onsite,W2 Contract,3.0,referral,36.01,37.13,7,2024-12-21,2024-12-26,2025-01-10,2025-01-11,2025-02-03,,True,True,accepted_no_show,2025-02-03,hypothesis_generation,2024-11-08,Client_Eta_RegionalClinics,Healthcare,medium,below_market,onsite,Ashley,Team_Healthcare,40,fast,low,5,15,1,23,,1.1200000000000045,3.110247153568466,2,6
APP-00778,CAND-00756,REQ-00121,CLI-003,REC-005,AR Specialist,Finance/Accounting,Orlando,FL,hybrid,W2 Contract,14.3,referral,34.14,32.33,20,2024-04-04,2024-04-07,2024-04-12,2024-04-15,2024-05-04,,True,True,withdrew_post_acceptance,2024-04-16,hypothesis_generation,2024-03-29,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Ashley,Team_Healthcare,40,fast,low,3,5,3,19,,-1.8100000000000023,-5.301698886936152,6,6
APP-00779,CAND-00757,REQ-00119,CLI-009,REC-016,Manufacturing Engineer,Engineering,Kansas City,MO,onsite,Direct Hire,2.1,job_board,35.97,38.77,13,2025-02-06,2025-02-13,2025-02-15,2025-02-21,2025-02-25,,True,True,withdrew_post_acceptance,2025-02-22,discovery,2025-01-29,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,7,2,6,4,,2.8000000000000043,7.784264664998622,9,5
APP-00780,CAND-00758,REQ-00213,CLI-009,REC-016,Mechanical Engineer,Engineering,Tucson,AZ,onsite,W2 Contract,2.2,recruiter_sourced,53.26,54.17,9,2025-04-29,2025-05-16,2025-05-23,2025-05-25,2025-06-12,,True,True,rejected_by_client,2025-06-10,discovery,2025-04-21,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,17,7,2,18,,0.9100000000000037,1.7085993240706039,8,7
APP-00781,CAND-00759,REQ-00112,CLI-001,REC-015,Forklift Operator,Light Industrial,Pittsburgh,PA,onsite,Contract-to-Hire,6.6,recruiter_sourced,15.35,16.74,19,2025-08-05,2025-08-09,2025-08-14,2025-08-18,2025-09-02,,True,False,declined_offer,2025-08-18,held_out_test,2025-06-26,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Omar,Team_Commercial,4,slow,medium,4,5,4,15,,1.3899999999999988,9.05537459283387,3,4
