event_id,application_id,stage_name,stage_timestamp,days_in_prior_stage
EVT-004700,APP-00689,client_interview_2,2024-11-20,10
EVT-004701,APP-00689,offer_extended,2024-11-23,3
EVT-004702,APP-00689,offer_accepted,2024-11-26,3
EVT-004703,APP-00689,background_check,2024-12-01,5
EVT-004704,APP-00689,start_date,2024-12-18,17
EVT-004705,APP-00690,screened,2024-04-26,0
EVT-004706,APP-00690,submitted,2024-04-30,4
EVT-004707,APP-00690,client_interview_1,2024-05-03,3
EVT-004708,APP-00690,offer_extended,2024-05-18,15
EVT-004709,APP-00690,offer_accepted,2024-05-20,2
EVT-004710,APP-00690,onboarding_docs_sent,2024-06-15,26
EVT-004711,APP-00690,start_date,2024-06-21,6
EVT-004712,APP-00691,screened,2024-07-28,0
EVT-004713,APP-00691,submitted,2024-08-01,4
EVT-004714,APP-00691,client_interview_1,2024-08-12,11
EVT-004715,APP-00691,offer_extended,2024-08-21,9
EVT-004716,APP-00691,offer_accepted,2024-08-22,1
EVT-004717,APP-00692,screened,2024-10-17,0
EVT-004718,APP-00692,submitted,2024-10-19,2
EVT-004719,APP-00692,client_interview_1,2024-10-24,5
EVT-004720,APP-00692,offer_extended,2024-11-03,10
EVT-004721,APP-00692,offer_accepted,2024-11-07,4
EVT-004722,APP-00692,background_check,2024-11-08,1
EVT-004723,APP-00692,onboarding_docs_sent,2024-11-21,13
EVT-004724,APP-00692,start_date,2024-11-27,6
EVT-004725,APP-00693,screened,2024-06-17,0
EVT-004726,APP-00693,submitted,2024-06-18,1
EVT-004727,APP-00693,client_interview_1,2024-07-02,14
EVT-004728,APP-00693,offer_extended,2024-07-06,4
EVT-004729,APP-00694,screened,2024-08-01,0
EVT-004730,APP-00694,submitted,2024-08-05,4
EVT-004731,APP-00694,client_interview_1,2024-08-18,13
EVT-004732,APP-00694,client_interview_2,2024-08-24,6
EVT-004733,APP-00694,offer_extended,2024-09-01,8
EVT-004734,APP-00694,offer_accepted,2024-09-05,4
EVT-004735,APP-00694,background_check,2024-09-07,2
EVT-004736,APP-00694,onboarding_docs_sent,2024-09-14,7
EVT-004737,APP-00694,start_date,2024-09-20,6
EVT-004738,APP-00695,screened,2024-10-19,0
EVT-004739,APP-00695,submitted,2024-10-23,4
EVT-004740,APP-00695,client_interview_1,2024-10-25,2
EVT-004741,APP-00695,offer_extended,2024-11-08,14
EVT-004742,APP-00695,offer_accepted,2024-11-13,5
EVT-004743,APP-00695,background_check,2024-11-14,1
EVT-004744,APP-00695,start_date,2024-11-26,12
EVT-004745,APP-00696,screened,2024-10-03,0
EVT-004746,APP-00696,submitted,2024-10-07,4
EVT-004747,APP-00696,client_interview_1,2024-10-18,11
EVT-004748,APP-00696,offer_extended,2024-11-05,18
EVT-004749,APP-00697,screened,2024-10-27,0
EVT-004750,APP-00697,submitted,2024-10-30,3
EVT-004751,APP-00697,client_interview_1,2024-11-03,4
EVT-004752,APP-00697,client_interview_2,2024-11-13,10
EVT-004753,APP-00697,offer_extended,2024-11-21,8
EVT-004754,APP-00698,screened,2025-04-26,0
EVT-004755,APP-00698,submitted,2025-04-28,2
EVT-004756,APP-00698,client_interview_1,2025-05-11,13
EVT-004757,APP-00698,offer_extended,2025-05-27,16
EVT-004758,APP-00698,offer_accepted,2025-06-01,5
EVT-004759,APP-00698,background_check,2025-06-02,1
EVT-004760,APP-00698,start_date,2025-07-01,29
EVT-004761,APP-00699,screened,2024-10-20,0
EVT-004762,APP-00699,submitted,2024-10-23,3
EVT-004763,APP-00699,client_interview_1,2024-10-25,2
EVT-004764,APP-00699,offer_extended,2024-11-06,12
EVT-004765,APP-00699,offer_accepted,2024-11-06,0
EVT-004766,APP-00699,background_check,2024-11-13,7
EVT-004767,APP-00699,onboarding_docs_sent,2024-12-02,19
EVT-004768,APP-00699,start_date,2024-12-14,12
EVT-004769,APP-00700,screened,2024-05-25,0
EVT-004770,APP-00700,submitted,2024-05-26,1
EVT-004771,APP-00700,client_interview_1,2024-05-29,3
EVT-004772,APP-00700,offer_extended,2024-06-03,5
EVT-004773,APP-00700,offer_accepted,2024-06-04,1
EVT-004774,APP-00700,background_check,2024-06-10,6
EVT-004775,APP-00700,onboarding_docs_sent,2024-06-26,16
EVT-004776,APP-00700,start_date,2024-06-28,2
EVT-004777,APP-00701,screened,2025-01-11,0
EVT-004778,APP-00701,submitted,2025-01-13,2
EVT-004779,APP-00701,client_interview_1,2025-01-23,10
EVT-004780,APP-00701,offer_extended,2025-02-04,12
EVT-004781,APP-00701,offer_accepted,2025-02-10,6
EVT-004782,APP-00701,background_check,2025-02-11,1
EVT-004783,APP-00701,onboarding_docs_sent,2025-02-17,6
EVT-004784,APP-00701,start_date,2025-02-21,4
EVT-004785,APP-00702,screened,2024-11-18,0
EVT-004786,APP-00702,submitted,2024-11-19,1
EVT-004787,APP-00702,client_interview_1,2024-11-21,2
EVT-004788,APP-00702,offer_extended,2024-12-07,16
EVT-004789,APP-00702,offer_accepted,2024-12-13,6
EVT-004790,APP-00702,background_check,2024-12-15,2
EVT-004791,APP-00702,start_date,2025-01-23,39
EVT-004792,APP-00703,screened,2024-10-07,0
EVT-004793,APP-00703,submitted,2024-10-10,3
EVT-004794,APP-00703,client_interview_1,2024-10-15,5
EVT-004795,APP-00703,offer_extended,2024-10-28,13
EVT-004796,APP-00703,offer_accepted,2024-10-31,3
EVT-004797,APP-00703,onboarding_docs_sent,2024-11-24,24
EVT-004798,APP-00703,start_date,2024-12-20,26
EVT-004799,APP-00704,screened,2024-02-23,0
EVT-004800,APP-00704,submitted,2024-02-27,4
EVT-004801,APP-00704,client_interview_1,2024-03-05,7
EVT-004802,APP-00704,offer_extended,2024-03-07,2
EVT-004803,APP-00704,offer_accepted,2024-03-12,5
EVT-004804,APP-00705,screened,2025-03-31,0
EVT-004805,APP-00705,submitted,2025-04-01,1
EVT-004806,APP-00705,client_interview_1,2025-04-15,14
EVT-004807,APP-00705,client_interview_2,2025-04-23,8
EVT-004808,APP-00705,offer_extended,2025-04-29,6
EVT-004809,APP-00705,offer_accepted,2025-05-04,5
EVT-004810,APP-00705,background_check,2025-05-08,4
EVT-004811,APP-00705,onboarding_docs_sent,2025-05-26,18
EVT-004812,APP-00705,start_date,2025-05-27,1
EVT-004813,APP-00706,screened,2024-08-02,0
EVT-004814,APP-00706,submitted,2024-08-06,4
EVT-004815,APP-00706,client_interview_1,2024-08-09,3
EVT-004816,APP-00706,offer_extended,2024-08-15,6
EVT-004817,APP-00706,offer_accepted,2024-08-21,6
EVT-004818,APP-00706,background_check,2024-08-22,1
EVT-004819,APP-00706,onboarding_docs_sent,2024-09-07,16
EVT-004820,APP-00706,start_date,2024-09-11,4
EVT-004821,APP-00707,screened,2024-12-24,0
EVT-004822,APP-00707,submitted,2024-12-27,3
EVT-004823,APP-00707,client_interview_1,2025-01-12,16
EVT-004824,APP-00707,client_interview_2,2025-01-19,7
EVT-004825,APP-00707,offer_extended,2025-01-28,9
EVT-004826,APP-00707,offer_accepted,2025-01-29,1
EVT-004827,APP-00707,background_check,2025-02-01,3
EVT-004828,APP-00707,onboarding_docs_sent,2025-02-18,17
EVT-004829,APP-00707,start_date,2025-02-20,2
EVT-004830,APP-00708,screened,2024-08-15,0
EVT-004831,APP-00708,client_interview_1,2024-08-17,2
EVT-004832,APP-00708,submitted,2024-08-18,1
EVT-004833,APP-00708,client_interview_2,2024-08-22,4
EVT-004834,APP-00708,offer_extended,2024-08-24,2
EVT-004835,APP-00708,offer_accepted,2024-08-26,2
EVT-004836,APP-00708,background_check,2024-08-30,4
EVT-004837,APP-00708,onboarding_docs_sent,2024-09-13,14
EVT-004838,APP-00708,start_date,2024-09-15,2
EVT-004839,APP-00709,screened,2025-04-27,0
EVT-004840,APP-00709,submitted,2025-04-29,2
EVT-004841,APP-00709,client_interview_1,2025-05-15,16
EVT-004842,APP-00709,client_interview_2,2025-05-20,5
EVT-004843,APP-00709,offer_extended,2025-06-01,12
EVT-004844,APP-00709,offer_accepted,2025-06-01,0
EVT-004845,APP-00709,background_check,2025-06-07,6
EVT-004846,APP-00710,screened,2024-10-11,0
EVT-004847,APP-00710,submitted,2024-10-12,1
EVT-004848,APP-00710,client_interview_1,2024-10-25,13
EVT-004849,APP-00710,client_interview_2,2024-10-28,3
EVT-004850,APP-00710,offer_extended,2024-11-09,12
EVT-004851,APP-00710,offer_accepted,2024-11-15,6
EVT-004852,APP-00710,onboarding_docs_sent,2024-11-21,6
EVT-004853,APP-00710,background_check,2024-11-23,2
EVT-004854,APP-00710,start_date,2024-11-26,3
EVT-004855,APP-00711,screened,2024-12-14,0
EVT-004856,APP-00711,submitted,2024-12-18,4
EVT-004857,APP-00711,client_interview_1,2024-12-20,2
EVT-004858,APP-00711,client_interview_2,2024-12-27,7
EVT-004859,APP-00711,offer_extended,2025-01-02,6
EVT-004860,APP-00711,offer_accepted,2025-01-03,1
EVT-004861,APP-00711,background_check,2025-01-08,5
EVT-004862,APP-00712,screened,2024-04-17,0
EVT-004863,APP-00712,submitted,2024-04-19,2
EVT-004864,APP-00712,client_interview_1,2024-04-30,11
EVT-004865,APP-00712,offer_extended,2024-05-12,12
EVT-004866,APP-00712,offer_accepted,2024-05-18,6
EVT-004867,APP-00713,screened,2024-06-22,0
EVT-004868,APP-00713,submitted,2024-06-26,4
EVT-004869,APP-00713,client_interview_1,2024-07-10,14
EVT-004870,APP-00713,client_interview_2,2024-07-14,4
EVT-004871,APP-00713,offer_extended,2024-07-26,12
EVT-004872,APP-00713,offer_accepted,2024-07-28,2
EVT-004873,APP-00713,background_check,2024-08-04,7
EVT-004874,APP-00713,onboarding_docs_sent,2024-08-04,0
EVT-004875,APP-00713,start_date,2024-08-21,17
EVT-004876,APP-00714,screened,2025-05-21,0
EVT-004877,APP-00714,submitted,2025-05-24,3
EVT-004878,APP-00714,client_interview_1,2025-05-25,1
EVT-004879,APP-00714,client_interview_2,2025-05-29,4
EVT-004880,APP-00714,offer_extended,2025-06-06,8
EVT-004881,APP-00714,offer_accepted,2025-06-08,2
EVT-004882,APP-00714,background_check,2025-06-10,2
EVT-004883,APP-00715,screened,2024-12-14,0
EVT-004884,APP-00715,client_interview_1,2024-12-15,1
EVT-004885,APP-00715,submitted,2024-12-17,2
EVT-004886,APP-00715,offer_extended,2024-12-27,10
EVT-004887,APP-00715,offer_accepted,2024-12-28,1
EVT-004888,APP-00715,background_check,2025-01-01,4
EVT-004889,APP-00715,onboarding_docs_sent,2025-01-27,26
EVT-004890,APP-00715,start_date,2025-01-28,1
EVT-004891,APP-00716,screened,2025-02-18,0
EVT-004892,APP-00716,submitted,2025-02-21,3
EVT-004893,APP-00716,client_interview_1,2025-02-24,3
EVT-004894,APP-00716,offer_extended,2025-03-13,17
EVT-004895,APP-00716,offer_accepted,2025-03-18,5
EVT-004896,APP-00716,background_check,2025-03-23,5
EVT-004897,APP-00716,onboarding_docs_sent,2025-03-31,8
EVT-004898,APP-00717,screened,2024-05-10,0
EVT-004899,APP-00717,submitted,2024-05-13,3
EVT-004900,APP-00717,client_interview_1,2024-05-22,9
EVT-004901,APP-00717,client_interview_2,2024-05-30,8
EVT-004902,APP-00717,offer_extended,2024-06-05,6
EVT-004903,APP-00717,offer_accepted,2024-06-08,3
EVT-004904,APP-00717,onboarding_docs_sent,2024-06-13,5
EVT-004905,APP-00717,background_check,2024-06-14,1
EVT-004906,APP-00718,screened,2025-04-02,0
EVT-004907,APP-00718,submitted,2025-04-06,4
EVT-004908,APP-00718,client_interview_1,2025-04-06,0
EVT-004909,APP-00718,client_interview_2,2025-04-10,4
EVT-004910,APP-00718,offer_extended,2025-04-12,2
EVT-004911,APP-00718,offer_accepted,2025-04-14,2
EVT-004912,APP-00718,onboarding_docs_sent,2025-05-15,31
EVT-004913,APP-00718,start_date,2025-05-17,2
EVT-004914,APP-00719,screened,2024-10-19,0
EVT-004915,APP-00719,submitted,2024-10-21,2
EVT-004916,APP-00719,client_interview_1,2024-11-07,17
EVT-004917,APP-00719,offer_extended,2024-11-13,6
EVT-004918,APP-00719,offer_accepted,2024-11-16,3
EVT-004919,APP-00719,onboarding_docs_sent,2024-12-09,23
EVT-004920,APP-00719,start_date,2024-12-15,6
EVT-004921,APP-00720,screened,2024-09-26,0
EVT-004922,APP-00720,submitted,2024-09-30,4
EVT-004923,APP-00720,client_interview_1,2024-10-16,16
EVT-004924,APP-00720,offer_extended,2024-10-21,5
EVT-004925,APP-00721,screened,2025-01-20,0
EVT-004926,APP-00721,client_interview_1,2025-01-23,3
EVT-004927,APP-00721,submitted,2025-01-24,1
EVT-004928,APP-00721,offer_extended,2025-01-28,4
EVT-004929,APP-00721,offer_accepted,2025-01-30,2
EVT-004930,APP-00721,start_date,2025-03-02,31
EVT-004931,APP-00722,screened,2025-03-29,0
EVT-004932,APP-00722,submitted,2025-04-02,4
EVT-004933,APP-00722,client_interview_1,2025-04-03,1
EVT-004934,APP-00722,client_interview_2,2025-04-13,10
EVT-004935,APP-00722,offer_extended,2025-04-17,4
EVT-004936,APP-00722,offer_accepted,2025-04-18,1
EVT-004937,APP-00722,onboarding_docs_sent,2025-04-27,9
EVT-004938,APP-00722,start_date,2025-05-04,7
EVT-004939,APP-00723,screened,2024-03-23,0
EVT-004940,APP-00723,submitted,2024-03-24,1
EVT-004941,APP-00723,client_interview_1,2024-03-27,3
EVT-004942,APP-00723,client_interview_2,2024-04-02,6
EVT-004943,APP-00723,offer_extended,2024-04-12,10
EVT-004944,APP-00723,offer_accepted,2024-04-18,6
EVT-004945,APP-00723,background_check,2024-04-20,2
EVT-004946,APP-00723,onboarding_docs_sent,2024-05-09,19
EVT-004947,APP-00723,start_date,2024-05-12,3
EVT-004948,APP-00724,screened,2024-11-24,0
EVT-004949,APP-00724,submitted,2024-11-27,3
EVT-004950,APP-00724,client_interview_1,2024-12-11,14
EVT-004951,APP-00724,offer_extended,2024-12-20,9
EVT-004952,APP-00724,offer_accepted,2024-12-20,0
EVT-004953,APP-00724,onboarding_docs_sent,2025-01-16,27
EVT-004954,APP-00724,start_date,2025-01-18,2
EVT-004955,APP-00725,screened,2025-06-08,0
EVT-004956,APP-00725,submitted,2025-06-09,1
EVT-004957,APP-00725,client_interview_1,2025-06-13,4
EVT-004958,APP-00725,client_interview_2,2025-06-18,5
EVT-004959,APP-00725,offer_extended,2025-06-27,9
EVT-004960,APP-00725,offer_accepted,2025-06-30,3
EVT-004961,APP-00725,background_check,2025-07-03,3
EVT-004962,APP-00726,screened,2025-05-26,0
EVT-004963,APP-00726,submitted,2025-05-29,3
EVT-004964,APP-00726,client_interview_1,2025-06-13,15
EVT-004965,APP-00726,offer_extended,2025-06-20,7
EVT-004966,APP-00726,offer_accepted,2025-06-23,3
EVT-004967,APP-00726,background_check,2025-07-01,8
EVT-004968,APP-00727,screened,2024-11-08,0
EVT-004969,APP-00727,submitted,2024-11-12,4
EVT-004970,APP-00727,client_interview_1,2024-11-14,2
EVT-004971,APP-00727,offer_extended,2024-11-22,8
EVT-004972,APP-00727,offer_accepted,2024-11-27,5
EVT-004973,APP-00727,background_check,2024-11-30,3
EVT-004974,APP-00727,start_date,2024-12-05,5
EVT-004975,APP-00728,screened,2024-06-14,0
EVT-004976,APP-00728,submitted,2024-06-18,4
EVT-004977,APP-00728,client_interview_1,2024-06-18,0
EVT-004978,APP-00728,offer_extended,2024-06-21,3
EVT-004979,APP-00729,screened,2024-11-28,0
EVT-004980,APP-00729,submitted,2024-11-29,1
EVT-004981,APP-00729,client_interview_1,2024-12-07,8
EVT-004982,APP-00729,client_interview_2,2024-12-14,7
EVT-004983,APP-00729,offer_extended,2024-12-20,6
EVT-004984,APP-00729,offer_accepted,2024-12-24,4
EVT-004985,APP-00729,onboarding_docs_sent,2024-12-29,5
EVT-004986,APP-00729,background_check,2024-12-30,1
EVT-004987,APP-00729,start_date,2025-01-04,5
EVT-004988,APP-00730,screened,2024-10-20,0
EVT-004989,APP-00730,submitted,2024-10-24,4
EVT-004990,APP-00730,client_interview_1,2024-11-06,13
EVT-004991,APP-00730,client_interview_2,2024-11-15,9
EVT-004992,APP-00730,offer_extended,2024-11-17,2
EVT-004993,APP-00730,offer_accepted,2024-11-22,5
EVT-004994,APP-00730,background_check,2024-11-28,6
EVT-004995,APP-00730,onboarding_docs_sent,2024-12-09,11
EVT-004996,APP-00730,start_date,2024-12-14,5
EVT-004997,APP-00731,screened,2024-08-29,0
EVT-004998,APP-00731,client_interview_1,2024-09-01,3
EVT-004999,APP-00731,submitted,2024-09-02,1
EVT-005000,APP-00731,client_interview_2,2024-09-03,1
EVT-005001,APP-00731,offer_extended,2024-09-04,1
EVT-005002,APP-00731,offer_accepted,2024-09-05,1
EVT-005003,APP-00731,background_check,2024-09-09,4
EVT-005004,APP-00731,onboarding_docs_sent,2024-09-09,0
EVT-005005,APP-00731,start_date,2024-09-15,6
EVT-005006,APP-00732,screened,2024-04-11,0
EVT-005007,APP-00732,submitted,2024-04-13,2
EVT-005008,APP-00732,client_interview_1,2024-04-27,14
EVT-005009,APP-00732,client_interview_2,2024-04-30,3
EVT-005010,APP-00732,offer_extended,2024-05-01,1
EVT-005011,APP-00732,offer_accepted,2024-05-05,4
EVT-005012,APP-00732,background_check,2024-05-13,8
EVT-005013,APP-00733,screened,2025-02-18,0
EVT-005014,APP-00733,submitted,2025-02-19,1
EVT-005015,APP-00733,client_interview_1,2025-02-25,6
EVT-005016,APP-00733,offer_extended,2025-03-05,8
EVT-005017,APP-00733,offer_accepted,2025-03-05,0
EVT-005018,APP-00733,background_check,2025-03-07,2
EVT-005019,APP-00733,onboarding_docs_sent,2025-03-30,23
EVT-005020,APP-00733,start_date,2025-04-04,5
EVT-005021,APP-00734,screened,2025-05-17,0
EVT-005022,APP-00734,submitted,2025-05-18,1
EVT-005023,APP-00734,client_interview_1,2025-06-04,17
EVT-005024,APP-00734,offer_extended,2025-06-11,7
EVT-005025,APP-00734,offer_accepted,2025-06-14,3
EVT-005026,APP-00734,background_check,2025-06-19,5
EVT-005027,APP-00735,screened,2025-04-09,0
EVT-005028,APP-00735,submitted,2025-04-11,2
EVT-005029,APP-00735,client_interview_1,2025-04-18,7
EVT-005030,APP-00735,offer_extended,2025-04-23,5
EVT-005031,APP-00735,offer_accepted,2025-04-27,4
EVT-005032,APP-00735,background_check,2025-04-30,3
EVT-005033,APP-00735,onboarding_docs_sent,2025-05-04,4
EVT-005034,APP-00735,start_date,2025-05-07,3
EVT-005035,APP-00736,screened,2024-04-07,0
EVT-005036,APP-00736,submitted,2024-04-08,1
EVT-005037,APP-00736,client_interview_1,2024-04-17,9
EVT-005038,APP-00736,offer_extended,2024-04-27,10
EVT-005039,APP-00736,offer_accepted,2024-04-27,0
EVT-005040,APP-00736,onboarding_docs_sent,2024-05-06,9
EVT-005041,APP-00736,start_date,2024-05-10,4
EVT-005042,APP-00737,screened,2025-06-27,0
EVT-005043,APP-00737,submitted,2025-06-30,3
EVT-005044,APP-00737,client_interview_1,2025-07-13,13
EVT-005045,APP-00737,offer_extended,2025-07-24,11
EVT-005046,APP-00737,offer_accepted,2025-07-28,4
EVT-005047,APP-00737,background_check,2025-07-31,3
EVT-005048,APP-00738,screened,2025-03-10,0
EVT-005049,APP-00738,client_interview_1,2025-03-11,1
EVT-005050,APP-00738,submitted,2025-03-14,3
EVT-005051,APP-00738,offer_extended,2025-03-18,4
EVT-005052,APP-00739,screened,2024-09-03,0
EVT-005053,APP-00739,submitted,2024-09-06,3
EVT-005054,APP-00739,client_interview_1,2024-09-16,10
EVT-005055,APP-00739,offer_extended,2024-10-03,17
EVT-005056,APP-00739,offer_accepted,2024-10-07,4
EVT-005057,APP-00739,background_check,2024-10-09,2
EVT-005058,APP-00739,onboarding_docs_sent,2024-10-14,5
EVT-005059,APP-00739,start_date,2024-10-17,3
EVT-005060,APP-00740,screened,2024-11-23,0
EVT-005061,APP-00740,submitted,2024-11-26,3
EVT-005062,APP-00740,client_interview_1,2024-12-04,8
EVT-005063,APP-00740,client_interview_2,2024-12-06,2
EVT-005064,APP-00740,offer_extended,2024-12-13,7
EVT-005065,APP-00740,offer_accepted,2024-12-18,5
EVT-005066,APP-00740,background_check,2024-12-21,3
EVT-005067,APP-00740,onboarding_docs_sent,2025-01-07,17
EVT-005068,APP-00740,start_date,2025-01-11,4
EVT-005069,APP-00741,screened,2024-11-02,0
EVT-005070,APP-00741,submitted,2024-11-06,4
EVT-005071,APP-00741,client_interview_1,2024-11-18,12
EVT-005072,APP-00741,offer_extended,2024-12-06,18
EVT-005073,APP-00741,offer_accepted,2024-12-11,5
EVT-005074,APP-00741,background_check,2024-12-12,1
EVT-005075,APP-00742,screened,2025-05-08,0
EVT-005076,APP-00742,client_interview_1,2025-05-10,2
EVT-005077,APP-00742,submitted,2025-05-11,1
EVT-005078,APP-00742,offer_extended,2025-05-19,8
EVT-005079,APP-00742,offer_accepted,2025-05-19,0
EVT-005080,APP-00742,background_check,2025-05-25,6
EVT-005081,APP-00743,screened,2024-07-14,0
EVT-005082,APP-00743,submitted,2024-07-18,4
EVT-005083,APP-00743,client_interview_1,2024-08-01,14
EVT-005084,APP-00743,offer_extended,2024-08-07,6
EVT-005085,APP-00743,offer_accepted,2024-08-10,3
EVT-005086,APP-00743,background_check,2024-08-14,4
EVT-005087,APP-00743,onboarding_docs_sent,2024-08-26,12
EVT-005088,APP-00743,start_date,2024-09-02,7
EVT-005089,APP-00744,screened,2025-09-05,0
EVT-005090,APP-00744,submitted,2025-09-09,4
EVT-005091,APP-00744,client_interview_1,2025-09-12,3
EVT-005092,APP-00744,client_interview_2,2025-09-15,3
EVT-005093,APP-00744,offer_extended,2025-09-30,15
EVT-005094,APP-00744,offer_accepted,2025-10-05,5
EVT-005095,APP-00744,background_check,2025-10-09,4
EVT-005096,APP-00744,onboarding_docs_sent,2025-10-24,15
EVT-005097,APP-00745,screened,2024-06-30,0
EVT-005098,APP-00745,submitted,2024-07-03,3
EVT-005099,APP-00745,client_interview_1,2024-07-12,9
EVT-005100,APP-00745,offer_extended,2024-07-18,6
EVT-005101,APP-00746,screened,2024-05-15,0
EVT-005102,APP-00746,submitted,2024-05-19,4
EVT-005103,APP-00746,client_interview_1,2024-05-26,7
EVT-005104,APP-00746,client_interview_2,2024-05-29,3
EVT-005105,APP-00746,offer_extended,2024-06-04,6
EVT-005106,APP-00746,offer_accepted,2024-06-10,6
EVT-005107,APP-00746,background_check,2024-06-15,5
EVT-005108,APP-00746,onboarding_docs_sent,2024-06-27,12
EVT-005109,APP-00746,start_date,2024-06-30,3
EVT-005110,APP-00747,screened,2024-03-22,0
EVT-005111,APP-00747,submitted,2024-03-25,3
EVT-005112,APP-00747,client_interview_1,2024-03-28,3
EVT-005113,APP-00747,offer_extended,2024-04-08,11
EVT-005114,APP-00747,offer_accepted,2024-04-13,5
EVT-005115,APP-00747,background_check,2024-04-19,6
EVT-005116,APP-00747,onboarding_docs_sent,2024-05-03,14
EVT-005117,APP-00747,start_date,2024-05-03,0
EVT-005118,APP-00748,screened,2024-11-03,0
EVT-005119,APP-00748,submitted,2024-11-05,2
EVT-005120,APP-00748,client_interview_1,2024-11-20,15
EVT-005121,APP-00748,offer_extended,2024-12-02,12
EVT-005122,APP-00748,offer_accepted,2024-12-04,2
EVT-005123,APP-00748,background_check,2024-12-07,3
EVT-005124,APP-00748,onboarding_docs_sent,2024-12-17,10
EVT-005125,APP-00748,start_date,2024-12-22,5
EVT-005126,APP-00749,screened,2024-11-16,0
EVT-005127,APP-00749,submitted,2024-11-18,2
EVT-005128,APP-00749,client_interview_1,2024-12-05,17
EVT-005129,APP-00749,client_interview_2,2024-12-07,2
EVT-005130,APP-00749,offer_extended,2024-12-23,16
EVT-005131,APP-00749,offer_accepted,2024-12-24,1
EVT-005132,APP-00749,background_check,2024-12-30,6
EVT-005133,APP-00749,onboarding_docs_sent,2025-01-11,12
EVT-005134,APP-00749,start_date,2025-01-21,10
EVT-005135,APP-00750,screened,2025-03-12,0
EVT-005136,APP-00750,submitted,2025-03-16,4
EVT-005137,APP-00750,client_interview_1,2025-03-24,8
EVT-005138,APP-00750,offer_extended,2025-04-08,15
EVT-005139,APP-00750,offer_accepted,2025-04-09,1
EVT-005140,APP-00750,background_check,2025-04-12,3
EVT-005141,APP-00751,screened,2024-02-07,0
EVT-005142,APP-00751,submitted,2024-02-08,1
EVT-005143,APP-00751,client_interview_1,2024-02-19,11
EVT-005144,APP-00751,offer_extended,2024-02-27,8
EVT-005145,APP-00752,screened,2025-07-06,0
EVT-005146,APP-00752,submitted,2025-07-07,1
EVT-005147,APP-00752,client_interview_1,2025-07-14,7
EVT-005148,APP-00752,client_interview_2,2025-07-22,8
EVT-005149,APP-00752,offer_extended,2025-07-31,9
EVT-005150,APP-00752,offer_accepted,2025-08-05,5
EVT-005151,APP-00752,background_check,2025-08-13,8
EVT-005152,APP-00753,screened,2025-01-28,0
EVT-005153,APP-00753,submitted,2025-01-30,2
EVT-005154,APP-00753,client_interview_1,2025-02-11,12
EVT-005155,APP-00753,offer_extended,2025-03-01,18
EVT-005156,APP-00753,offer_accepted,2025-03-06,5
EVT-005157,APP-00753,background_check,2025-03-13,7
EVT-005158,APP-00754,screened,2024-03-25,0
EVT-005159,APP-00754,submitted,2024-03-26,1
EVT-005160,APP-00754,client_interview_1,2024-04-08,13
EVT-005161,APP-00754,offer_extended,2024-04-26,18
EVT-005162,APP-00754,offer_accepted,2024-04-26,0
EVT-005163,APP-00754,background_check,2024-05-03,7
EVT-005164,APP-00754,start_date,2024-06-23,51
EVT-005165,APP-00755,screened,2024-12-06,0
EVT-005166,APP-00755,submitted,2024-12-08,2
EVT-005167,APP-00755,client_interview_1,2024-12-21,13
EVT-005168,APP-00755,offer_extended,2024-12-25,4
EVT-005169,APP-00755,offer_accepted,2024-12-31,6
EVT-005170,APP-00755,background_check,2025-01-08,8
EVT-005171,APP-00756,screened,2024-05-21,0
EVT-005172,APP-00756,submitted,2024-05-23,2
EVT-005173,APP-00756,client_interview_1,2024-06-01,9
EVT-005174,APP-00756,offer_extended,2024-06-10,9
EVT-005175,APP-00756,offer_accepted,2024-06-15,5
EVT-005176,APP-00756,background_check,2024-06-20,5
EVT-005177,APP-00756,start_date,2024-07-03,13
EVT-005178,APP-00757,screened,2024-07-12,0
EVT-005179,APP-00757,submitted,2024-07-13,1
EVT-005180,APP-00757,client_interview_1,2024-08-01,19
EVT-005181,APP-00757,offer_extended,2024-08-07,6
EVT-005182,APP-00757,offer_accepted,2024-08-08,1
EVT-005183,APP-00757,background_check,2024-08-10,2
EVT-005184,APP-00757,onboarding_docs_sent,2024-08-14,4
EVT-005185,APP-00757,start_date,2024-08-20,6
EVT-005186,APP-00758,screened,2024-11-03,0
EVT-005187,APP-00758,submitted,2024-11-05,2
EVT-005188,APP-00758,client_interview_1,2024-11-05,0
EVT-005189,APP-00758,client_interview_2,2024-11-07,2
EVT-005190,APP-00758,offer_extended,2024-11-19,12
EVT-005191,APP-00758,offer_accepted,2024-11-22,3
EVT-005192,APP-00758,onboarding_docs_sent,2024-12-14,22
EVT-005193,APP-00758,start_date,2024-12-27,13
EVT-005194,APP-00759,screened,2025-06-07,0
EVT-005195,APP-00759,client_interview_1,2025-06-10,3
EVT-005196,APP-00759,submitted,2025-06-11,1
EVT-005197,APP-00759,client_interview_2,2025-06-14,3
EVT-005198,APP-00759,offer_extended,2025-06-21,7
EVT-005199,APP-00759,offer_accepted,2025-06-21,0
EVT-005200,APP-00759,background_check,2025-06-23,2
EVT-005201,APP-00760,screened,2024-07-05,0
EVT-005202,APP-00760,client_interview_1,2024-07-05,0
EVT-005203,APP-00760,submitted,2024-07-07,2
EVT-005204,APP-00760,client_interview_2,2024-07-07,0
