candidate_id,application_id,requisition_id,client_account_id,recruiter_id,job_title,job_family,location_city,location_state,work_arrangement,contract_type,years_experience,application_source,pay_rate_prior,pay_rate_offered,application_date,interview_date,offer_date,offer_response_date,expected_start_date,actual_start_date,offer_extended,offer_accepted,final_disposition,disposition_date,notice_period_days,research_split
CAND-00594,APP-00610,REQ-00110,CLI-002,REC-005,Certified Nursing Assistant,Healthcare,Phoenix,AZ,hybrid,W2 Contract,2.1,reapply,33.02,33.12,2024-10-09,2024-10-25,2024-11-10,2024-11-10,2024-12-10,2024-12-11,True,True,joined_on_time,2024-12-11,24,discovery
CAND-00595,APP-00611,REQ-00094,CLI-001,REC-009,Forklift Operator,Light Industrial,Orlando,FL,remote,W2 Contract,6.0,reapply,17.49,21.39,2024-05-24,2024-06-09,2024-06-25,2024-06-25,2024-07-05,,True,True,withdrew_post_acceptance,2024-07-03,23,discovery
CAND-00596,APP-00612,REQ-00019,CLI-011,REC-002,Shipping/Receiving Clerk,Light Industrial,Columbus,OH,onsite,Contract-to-Hire,2.0,staffing_event,15.65,18.13,2024-11-15,2024-12-03,2024-12-13,2024-12-17,2024-12-31,,True,False,declined_offer,2024-12-17,11,held_out_test
CAND-00597,APP-00613,REQ-00112,CLI-001,REC-004,Forklift Operator,Light Industrial,Pittsburgh,PA,onsite,Contract-to-Hire,4.9,career_site,17.92,20.34,2025-07-18,2025-08-06,2025-08-17,2025-08-17,2025-09-01,2025-09-02,True,True,joined_on_time,2025-09-02,8,held_out_test
CAND-00598,APP-00614,REQ-00016,CLI-003,REC-003,Financial Analyst,Finance/Accounting,Jacksonville,FL,onsite,Contract-to-Hire,2.2,career_site,32.48,34.44,2024-04-15,2024-04-26,2024-05-11,2024-05-12,2024-06-09,2024-06-28,True,True,joined_late,2024-06-28,9,discovery
CAND-00599,APP-00615,REQ-00018,CLI-008,REC-015,DevOps Engineer,IT/Technology,Tucson,AZ,hybrid,Contract-to-Hire,6.8,career_site,47.49,50.94,2024-11-01,2024-11-18,2024-11-28,2024-11-29,2024-12-29,2024-12-29,True,True,joined_on_time,2024-12-29,12,discovery
CAND-00600,APP-00616,REQ-00190,CLI-010,REC-015,HR Coordinator,Administrative/Professional,Indianapolis,IN,hybrid,Contract-to-Hire,3.8,job_board,,18.33,2025-05-04,2025-05-22,2025-05-24,2025-05-24,2025-06-24,2025-07-02,True,True,joined_late,2025-07-02,4,held_out_test
CAND-00601,APP-00617,REQ-00078,CLI-001,REC-012,General Laborer,Light Industrial,Columbus,OH,onsite,Direct Hire,2.4,referral,18.01,20.71,2025-01-05,2025-01-22,2025-01-27,2025-01-29,2025-02-18,2025-03-12,True,True,joined_late,2025-03-12,8,discovery
CAND-00602,APP-00618,REQ-00111,CLI-006,REC-018,Senior Accountant,Finance/Accounting,Orlando,FL,hybrid,Direct Hire,4.6,recruiter_sourced,,34.34,2024-07-20,2024-08-06,2024-08-08,2024-08-09,2024-09-10,,True,True,withdrew_post_acceptance,2024-08-11,7,discovery
CAND-00603,APP-00619,REQ-00126,CLI-005,REC-004,Mechanical Engineer,Engineering,Austin,TX,onsite,W2 Contract,4.8,referral,49.01,51.71,2024-12-05,2024-12-15,2024-12-24,2024-12-27,2025-01-14,,True,True,withdrew_post_acceptance,2024-12-29,15,held_out_test
CAND-00604,APP-00620,REQ-00088,CLI-004,REC-001,DevOps Engineer,IT/Technology,Tampa,FL,onsite,1099,1.0,recruiter_sourced,,48.99,2024-03-13,2024-04-03,2024-04-21,2024-04-24,2024-05-06,2024-05-07,True,True,joined_on_time,2024-05-07,11,held_out_test
CAND-00605,APP-00621,REQ-00036,CLI-009,REC-001,Project Engineer,Engineering,Nashville,TN,onsite,Direct Hire,4.8,job_board,40.14,42.02,2024-02-05,2024-02-15,2024-03-04,2024-03-09,2024-04-08,2024-04-08,True,True,joined_on_time,2024-04-08,17,discovery
CAND-00606,APP-00622,REQ-00206,CLI-006,REC-018,AR Specialist,Finance/Accounting,Indianapolis,IN,hybrid,Contract-to-Hire,1.2,job_board,35.24,37.23,2024-11-30,2024-12-17,2024-12-19,2024-12-22,2025-01-18,,True,True,withdrew_post_acceptance,2025-01-13,24,hypothesis_generation
CAND-00607,APP-00623,REQ-00123,CLI-009,REC-014,Process Engineer,Engineering,Kansas City,MO,onsite,W2 Contract,3.4,recruiter_sourced,,41.59,2024-11-16,2024-11-27,2024-12-02,2024-12-07,2024-12-28,2024-12-28,True,True,joined_on_time,2024-12-28,11,discovery
CAND-00608,APP-00624,REQ-00108,CLI-007,REC-017,Phlebotomist,Healthcare,Philadelphia,PA,onsite,W2 Contract,5.2,career_site,30.76,31.03,2025-03-12,2025-03-25,2025-03-27,2025-03-30,2025-04-12,2025-04-12,True,True,joined_on_time,2025-04-12,13,hypothesis_generation
CAND-00609,APP-00625,REQ-00060,CLI-008,REC-016,Data Analyst,IT/Technology,Tucson,AZ,hybrid,W2 Contract,2.3,recruiter_sourced,52.58,60.82,2025-06-04,2025-06-14,2025-06-22,2025-06-23,2025-07-12,,True,True,rejected_by_client,2025-07-03,14,hypothesis_generation
CAND-00610,APP-00626,REQ-00015,CLI-001,REC-003,Forklift Operator,Light Industrial,Nashville,TN,onsite,Direct Hire,2.1,referral,19.27,22.83,2025-03-20,2025-04-02,2025-04-12,2025-04-13,2025-04-25,,True,True,accepted_no_show,2025-04-25,21,discovery
CAND-00611,APP-00627,REQ-00184,CLI-009,REC-001,Mechanical Engineer,Engineering,Tampa,FL,onsite,W2 Contract,6.0,reapply,,35.35,2025-04-14,2025-05-01,2025-05-06,2025-05-11,2025-05-30,2025-06-20,True,True,joined_late,2025-06-20,1,held_out_test
CAND-00612,APP-00628,REQ-00045,CLI-007,REC-002,Certified Nursing Assistant,Healthcare,Jacksonville,FL,onsite,W2 Contract,1.3,job_board,27.21,26.91,2024-12-22,2025-01-08,2025-01-11,2025-01-13,2025-02-09,,True,True,accepted_no_show,2025-02-09,0,discovery
CAND-00613,APP-00629,REQ-00013,CLI-007,REC-002,Pharmacy Technician,Healthcare,Houston,TX,onsite,1099,1.3,job_board,25.22,30.42,2024-12-28,2025-01-12,2025-01-17,2025-01-21,2025-02-20,2025-02-20,True,True,joined_on_time,2025-02-20,0,discovery
CAND-00614,APP-00630,REQ-00049,CLI-008,REC-010,Systems Administrator,IT/Technology,Milwaukee,WI,hybrid,Direct Hire,10.5,career_site,49.16,53.32,2024-10-29,2024-11-11,2024-11-13,2024-11-16,2024-12-09,2024-12-09,True,True,joined_on_time,2024-12-09,3,discovery
CAND-00069,APP-00631,REQ-00226,CLI-006,REC-003,Bookkeeper,Finance/Accounting,St. Louis,MO,hybrid,W2 Contract,3.8,reapply,26.99,29.5,2025-05-05,2025-05-26,2025-06-01,2025-06-06,2025-06-27,,True,True,accepted_no_show,2025-06-27,7,discovery
CAND-00615,APP-00632,REQ-00041,CLI-002,REC-011,Registered Nurse,Healthcare,Austin,TX,onsite,Contract-to-Hire,1.7,job_board,25.55,27.39,2024-07-13,2024-07-17,2024-07-20,2024-07-21,2024-08-08,2024-08-29,True,True,joined_late,2024-08-29,8,discovery
CAND-00616,APP-00633,REQ-00048,CLI-008,REC-007,QA Tester,IT/Technology,Phoenix,AZ,hybrid,Contract-to-Hire,12.1,reapply,45.9,50.34,2024-12-14,2024-12-26,2025-01-07,2025-01-09,2025-01-28,2025-01-27,True,True,joined_on_time,2025-01-27,2,discovery
CAND-00617,APP-00634,REQ-00111,CLI-006,REC-003,Senior Accountant,Finance/Accounting,Orlando,FL,hybrid,Direct Hire,3.0,career_site,34.93,37.88,2024-08-17,2024-08-26,2024-09-03,2024-09-08,2024-09-19,,True,False,declined_offer,2024-09-08,2,held_out_test
CAND-00618,APP-00635,REQ-00069,CLI-010,REC-006,Executive Assistant,Administrative/Professional,Chicago,IL,hybrid,W2 Contract,2.8,referral,15.65,17.7,2024-08-15,2024-08-28,2024-09-09,2024-09-13,2024-09-28,2024-09-28,True,True,joined_on_time,2024-09-28,3,discovery
CAND-00619,APP-00636,REQ-00154,CLI-010,REC-012,Office Coordinator,Administrative/Professional,Phoenix,AZ,hybrid,W2 Contract,7.2,recruiter_sourced,,16.65,2025-03-04,2025-03-14,2025-03-23,2025-03-26,2025-04-21,,True,True,withdrew_post_acceptance,2025-04-02,12,hypothesis_generation
CAND-00620,APP-00637,REQ-00218,CLI-007,REC-017,Radiology Technician,Healthcare,Kansas City,MO,onsite,Direct Hire,3.6,job_board,,34.94,2024-04-17,2024-05-01,2024-05-03,2024-05-03,2024-05-24,,True,True,accepted_no_show,2024-05-24,28,hypothesis_generation
CAND-00621,APP-00638,REQ-00192,CLI-008,REC-004,Business Systems Analyst,IT/Technology,Jacksonville,FL,hybrid,Direct Hire,6.4,referral,,51.25,2025-03-01,2025-03-15,2025-03-18,2025-03-18,2025-04-03,,True,True,rejected_by_client,2025-03-25,8,discovery
CAND-00622,APP-00639,REQ-00043,CLI-008,REC-007,Data Analyst,IT/Technology,Memphis,TN,hybrid,Contract-to-Hire,10.2,career_site,51.54,58.64,2024-04-19,2024-04-28,2024-04-30,2024-05-01,2024-05-18,,True,False,declined_offer,2024-05-01,7,discovery
CAND-00136,APP-00640,REQ-00079,CLI-005,REC-018,Material Handler,Light Industrial,Indianapolis,IN,onsite,1099,5.2,referral,,20.59,2025-04-30,2025-05-13,2025-05-21,2025-05-23,2025-06-14,,True,True,withdrew_post_acceptance,2025-05-31,14,discovery
CAND-00623,APP-00641,REQ-00213,CLI-009,REC-016,Mechanical Engineer,Engineering,Tucson,AZ,onsite,W2 Contract,1.1,staffing_event,,44.48,2025-05-24,2025-06-09,2025-06-13,2025-06-13,2025-06-27,2025-06-27,True,True,joined_on_time,2025-06-27,14,discovery
CAND-00624,APP-00642,REQ-00029,CLI-009,REC-013,Mechanical Engineer,Engineering,Houston,TX,onsite,W2 Contract,5.5,recruiter_sourced,36.55,39.68,2024-03-01,2024-03-11,2024-03-14,2024-03-20,2024-04-12,2024-04-13,True,True,joined_on_time,2024-04-13,13,held_out_test
CAND-00625,APP-00643,REQ-00050,CLI-003,REC-006,Staff Accountant,Finance/Accounting,Nashville,TN,hybrid,W2 Contract,6.9,referral,24.61,28.12,2024-08-11,2024-08-18,2024-09-05,2024-09-09,2024-09-30,2024-09-30,True,True,joined_on_time,2024-09-30,6,discovery
CAND-00626,APP-00644,REQ-00199,CLI-006,REC-018,Administrative Assistant,Administrative/Professional,Atlanta,GA,hybrid,Direct Hire,7.4,recruiter_sourced,18.13,17.68,2024-02-11,2024-03-01,2024-03-14,2024-03-17,2024-04-09,,True,False,declined_offer,2024-03-17,24,held_out_test
CAND-00627,APP-00645,REQ-00126,CLI-005,REC-016,Mechanical Engineer,Engineering,Austin,TX,onsite,W2 Contract,3.7,recruiter_sourced,,38.23,2024-12-10,2024-12-28,2025-01-07,2025-01-11,2025-01-29,,True,False,declined_offer,2025-01-11,22,discovery
CAND-00628,APP-00646,REQ-00109,CLI-009,REC-004,Electrical Engineer,Engineering,Milwaukee,WI,onsite,Contract-to-Hire,2.4,recruiter_sourced,35.72,42.14,2025-01-04,2025-01-13,2025-01-24,2025-01-27,2025-02-15,,True,False,declined_offer,2025-01-27,11,discovery
CAND-00629,APP-00647,REQ-00222,CLI-011,REC-009,Administrative Assistant,Administrative/Professional,Austin,TX,onsite,W2 Contract,2.1,referral,14.8,16.76,2024-04-15,2024-05-04,2024-05-17,2024-05-18,2024-06-14,,True,True,accepted_no_show,2024-06-14,13,held_out_test
CAND-00630,APP-00648,REQ-00071,CLI-008,REC-010,Business Systems Analyst,IT/Technology,Philadelphia,PA,hybrid,W2 Contract,1.6,recruiter_sourced,59.01,56.96,2025-05-31,2025-06-13,2025-06-23,2025-06-26,2025-07-03,2025-07-03,True,True,joined_on_time,2025-07-03,6,discovery
CAND-00631,APP-00649,REQ-00031,CLI-001,REC-018,Shipping/Receiving Clerk,Light Industrial,Memphis,TN,onsite,W2 Contract,1.6,job_board,20.32,24.01,2025-05-09,2025-05-29,2025-06-02,2025-06-08,2025-06-20,,True,True,withdrew_post_acceptance,2025-06-12,10,hypothesis_generation
CAND-00632,APP-00650,REQ-00149,CLI-004,REC-007,DevOps Engineer,IT/Technology,St. Louis,MO,onsite,Contract-to-Hire,1.8,recruiter_sourced,48.55,49.24,2024-10-15,2024-10-26,2024-11-06,2024-11-11,2024-12-10,,True,True,withdrew_post_acceptance,2024-12-03,9,discovery
CAND-00633,APP-00651,REQ-00049,CLI-008,REC-014,Systems Administrator,IT/Technology,Milwaukee,WI,hybrid,Direct Hire,4.4,staffing_event,,60.6,2024-11-09,2024-11-29,2024-12-09,2024-12-09,2025-01-12,2025-01-12,True,True,joined_on_time,2025-01-12,0,discovery
CAND-00634,APP-00652,REQ-00060,CLI-008,REC-010,Data Analyst,IT/Technology,Tucson,AZ,hybrid,W2 Contract,6.3,referral,48.9,57.27,2025-05-28,2025-06-16,2025-06-22,2025-06-28,2025-07-14,2025-07-14,True,True,joined_on_time,2025-07-14,4,discovery
CAND-00635,APP-00653,REQ-00188,CLI-007,REC-011,Medical Assistant,Healthcare,Pittsburgh,PA,hybrid,W2 Contract,6.2,reapply,28.12,28.63,2024-05-04,2024-05-21,2024-06-02,2024-06-08,2024-06-14,2024-06-14,True,True,joined_on_time,2024-06-14,6,discovery
CAND-00636,APP-00654,REQ-00215,CLI-002,REC-006,Medical Coder,Healthcare,Charlotte,NC,onsite,W2 Contract,2.1,recruiter_sourced,43.57,41.88,2024-08-09,2024-08-29,2024-08-31,2024-09-02,2024-09-14,,True,False,declined_offer,2024-09-02,17,hypothesis_generation
CAND-00637,APP-00655,REQ-00213,CLI-009,REC-007,Mechanical Engineer,Engineering,Tucson,AZ,onsite,W2 Contract,3.3,recruiter_sourced,46.02,52.14,2025-04-21,2025-05-05,2025-05-17,2025-05-18,2025-06-09,,True,False,declined_offer,2025-05-18,14,discovery
CAND-00638,APP-00656,REQ-00105,CLI-007,REC-017,Registered Nurse,Healthcare,Pittsburgh,PA,onsite,Contract-to-Hire,8.2,referral,23.8,25.38,2025-01-23,2025-01-27,2025-02-02,2025-02-03,2025-02-22,2025-02-23,True,True,joined_on_time,2025-02-23,1,discovery
CAND-00639,APP-00657,REQ-00175,CLI-011,REC-012,HR Coordinator,Administrative/Professional,Cincinnati,OH,remote,W2 Contract,8.0,job_board,22.52,21.56,2025-06-15,2025-07-03,2025-07-08,2025-07-10,2025-08-05,2025-08-05,True,True,joined_on_time,2025-08-05,10,held_out_test
CAND-00640,APP-00658,REQ-00061,CLI-004,REC-001,Systems Administrator,IT/Technology,Jacksonville,FL,remote,Direct Hire,3.2,recruiter_sourced,62.26,66.05,2025-04-01,2025-04-19,2025-04-21,2025-04-22,2025-05-07,,True,False,declined_offer,2025-04-22,8,discovery
CAND-00641,APP-00659,REQ-00109,CLI-009,REC-007,Electrical Engineer,Engineering,Milwaukee,WI,onsite,Contract-to-Hire,2.7,referral,53.9,52.0,2025-01-10,2025-01-14,2025-01-27,2025-01-31,2025-02-06,2025-02-06,True,True,joined_on_time,2025-02-06,7,discovery
CAND-00642,APP-00660,REQ-00182,CLI-011,REC-012,Data Entry Clerk,Administrative/Professional,Cincinnati,OH,remote,W2 Contract,3.4,job_board,20.65,22.64,2024-07-09,2024-07-14,2024-07-28,2024-08-03,2024-08-13,,True,True,accepted_no_show,2024-08-13,16,hypothesis_generation
CAND-00643,APP-00661,REQ-00202,CLI-004,REC-007,Software Engineer,IT/Technology,Houston,TX,onsite,W2 Contract,4.8,referral,59.55,72.58,2025-05-29,2025-06-19,2025-06-30,2025-07-04,2025-07-16,2025-07-17,True,True,joined_on_time,2025-07-17,3,discovery
CAND-00644,APP-00662,REQ-00135,CLI-010,REC-009,Receptionist,Administrative/Professional,Nashville,TN,hybrid,W2 Contract,8.8,recruiter_sourced,14.01,15.41,2025-06-28,2025-07-08,2025-07-26,2025-07-28,2025-08-23,2025-08-23,True,True,joined_on_time,2025-08-23,4,hypothesis_generation
CAND-00645,APP-00663,REQ-00214,CLI-005,REC-018,Warehouse Associate,Light Industrial,Chicago,IL,onsite,Contract-to-Hire,2.8,career_site,19.12,22.47,2025-04-01,2025-04-13,2025-04-27,2025-05-01,2025-06-01,2025-06-01,True,True,joined_on_time,2025-06-01,11,discovery
CAND-00646,APP-00664,REQ-00045,CLI-007,REC-014,Certified Nursing Assistant,Healthcare,Jacksonville,FL,onsite,W2 Contract,5.7,recruiter_sourced,33.9,35.73,2024-12-07,2024-12-28,2025-01-02,2025-01-05,2025-02-03,,True,True,withdrew_post_acceptance,2025-01-07,16,discovery
CAND-00647,APP-00665,REQ-00126,CLI-005,REC-007,Mechanical Engineer,Engineering,Austin,TX,onsite,W2 Contract,1.9,job_board,,45.21,2024-11-30,2024-12-09,2024-12-26,2024-12-29,2025-01-29,2025-01-30,True,True,joined_on_time,2025-01-30,0,discovery
CAND-00648,APP-00666,REQ-00195,CLI-002,REC-002,Medical Coder,Healthcare,Columbus,OH,hybrid,Direct Hire,1.6,reapply,25.16,26.61,2024-04-08,2024-04-25,2024-05-02,2024-05-04,2024-05-18,,True,True,accepted_no_show,2024-05-18,11,held_out_test
CAND-00649,APP-00667,REQ-00075,CLI-009,REC-001,Quality Engineer,Engineering,St. Louis,MO,onsite,Direct Hire,10.1,referral,42.1,42.1,2025-03-18,2025-03-31,2025-04-14,2025-04-20,2025-04-30,,True,True,withdrew_post_acceptance,2025-04-27,15,held_out_test
CAND-00650,APP-00668,REQ-00031,CLI-001,REC-003,Shipping/Receiving Clerk,Light Industrial,Memphis,TN,onsite,W2 Contract,7.5,recruiter_sourced,20.77,20.5,2025-05-12,2025-05-30,2025-06-15,2025-06-15,2025-06-27,2025-07-17,True,True,joined_late,2025-07-17,1,discovery
CAND-00651,APP-00669,REQ-00018,CLI-008,REC-004,DevOps Engineer,IT/Technology,Tucson,AZ,hybrid,Contract-to-Hire,6.0,career_site,46.01,49.62,2024-10-06,2024-10-09,2024-10-14,2024-10-15,2024-11-02,2024-11-08,True,True,joined_late,2024-11-08,10,discovery
CAND-00652,APP-00670,REQ-00222,CLI-011,REC-006,Administrative Assistant,Administrative/Professional,Austin,TX,onsite,W2 Contract,6.4,referral,16.48,17.98,2024-04-07,2024-04-21,2024-04-28,2024-04-29,2024-05-30,2024-05-29,True,True,joined_on_time,2024-05-29,16,hypothesis_generation
CAND-00653,APP-00671,REQ-00009,CLI-001,REC-007,General Laborer,Light Industrial,Jacksonville,FL,hybrid,W2 Contract,0.5,referral,20.57,20.25,2025-02-10,2025-03-01,2025-03-06,2025-03-09,2025-04-07,2025-04-19,True,True,joined_late,2025-04-19,13,hypothesis_generation
CAND-00654,APP-00672,REQ-00119,CLI-009,REC-001,Manufacturing Engineer,Engineering,Kansas City,MO,onsite,Direct Hire,3.3,career_site,35.29,41.37,2025-02-10,2025-02-20,2025-02-28,2025-02-28,2025-03-10,2025-03-10,True,True,joined_on_time,2025-03-10,6,discovery
CAND-00655,APP-00673,REQ-00100,CLI-003,REC-009,Bookkeeper,Finance/Accounting,Chicago,IL,hybrid,W2 Contract,1.0,referral,26.5,30.65,2025-02-01,2025-02-07,2025-02-14,2025-02-19,2025-03-01,2025-02-28,True,True,joined_on_time,2025-02-28,16,hypothesis_generation
CAND-00656,APP-00674,REQ-00177,CLI-006,REC-009,AR Specialist,Finance/Accounting,Phoenix,AZ,hybrid,Direct Hire,5.7,job_board,28.6,28.12,2025-02-16,2025-03-08,2025-03-22,2025-03-25,2025-04-04,,True,False,declined_offer,2025-03-25,29,discovery
CAND-00657,APP-00675,REQ-00051,CLI-006,REC-009,Executive Assistant,Administrative/Professional,Milwaukee,WI,hybrid,W2 Contract,2.1,recruiter_sourced,21.37,21.13,2025-05-20,2025-06-04,2025-06-12,2025-06-15,2025-06-29,2025-07-04,True,True,joined_late,2025-07-04,9,discovery
CAND-00658,APP-00676,REQ-00110,CLI-002,REC-017,Certified Nursing Assistant,Healthcare,Phoenix,AZ,hybrid,W2 Contract,2.2,job_board,26.45,31.55,2024-08-31,2024-09-12,2024-09-29,2024-09-29,2024-10-31,,True,True,withdrew_post_acceptance,2024-10-10,12,hypothesis_generation
CAND-00659,APP-00677,REQ-00028,CLI-009,REC-013,Mechanical Engineer,Engineering,Jacksonville,FL,onsite,W2 Contract,7.7,referral,34.05,35.56,2024-10-07,2024-10-14,2024-10-26,2024-10-27,2024-11-25,2024-11-25,True,True,joined_on_time,2024-11-25,8,hypothesis_generation
CAND-00660,APP-00678,REQ-00165,CLI-008,REC-015,Network Administrator,IT/Technology,Houston,TX,hybrid,Direct Hire,4.4,recruiter_sourced,32.71,33.16,2024-07-07,2024-07-28,2024-08-13,2024-08-16,2024-09-08,2024-09-08,True,True,joined_on_time,2024-09-08,22,discovery
CAND-00124,APP-00679,REQ-00171,CLI-005,REC-004,Process Engineer,Engineering,Jacksonville,FL,onsite,Contract-to-Hire,4.2,job_board,31.36,34.67,2024-12-25,2025-01-04,2025-01-08,2025-01-08,2025-01-22,,True,False,declined_offer,2025-01-08,10,discovery
CAND-00661,APP-00680,REQ-00031,CLI-001,REC-006,Shipping/Receiving Clerk,Light Industrial,Memphis,TN,onsite,W2 Contract,1.5,referral,14.33,15.62,2025-05-17,2025-06-03,2025-06-15,2025-06-16,2025-07-03,,True,False,declined_offer,2025-06-16,4,discovery
CAND-00662,APP-00681,REQ-00141,CLI-009,REC-013,Civil Engineer,Engineering,Kansas City,MO,onsite,Direct Hire,6.5,referral,49.74,56.02,2024-04-12,2024-04-15,2024-04-24,2024-04-30,2024-05-27,,True,True,withdrew_post_acceptance,2024-05-11,11,discovery
CAND-00663,APP-00682,REQ-00209,CLI-002,REC-014,Medical Assistant,Healthcare,Dallas,TX,onsite,Contract-to-Hire,2.3,staffing_event,35.19,38.59,2024-06-28,2024-07-08,2024-07-22,2024-07-26,2024-08-11,,True,True,accepted_no_show,2024-08-11,7,discovery
CAND-00664,APP-00683,REQ-00187,CLI-007,REC-002,Phlebotomist,Healthcare,St. Louis,MO,onsite,1099,3.7,staffing_event,33.38,40.4,2025-02-24,2025-03-03,2025-03-11,2025-03-12,2025-03-23,2025-03-23,True,True,joined_on_time,2025-03-23,3,hypothesis_generation
CAND-00665,APP-00684,REQ-00075,CLI-009,REC-004,Quality Engineer,Engineering,St. Louis,MO,onsite,Direct Hire,2.9,referral,33.27,37.6,2025-03-01,2025-03-10,2025-03-19,2025-03-22,2025-04-03,,True,True,accepted_no_show,2025-04-03,8,held_out_test
CAND-00666,APP-00685,REQ-00067,CLI-006,REC-009,Customer Service Representative,Administrative/Professional,Houston,TX,hybrid,Contract-to-Hire,7.0,job_board,,24.75,2024-06-21,2024-07-09,2024-07-13,2024-07-15,2024-08-04,,True,True,accepted_no_show,2024-08-04,0,hypothesis_generation
CAND-00667,APP-00686,REQ-00176,CLI-008,REC-010,Systems Administrator,IT/Technology,Austin,TX,hybrid,W2 Contract,2.3,referral,53.34,56.62,2025-05-14,2025-06-01,2025-06-03,2025-06-09,2025-06-25,2025-06-25,True,True,joined_on_time,2025-06-25,11,held_out_test
CAND-00668,APP-00687,REQ-00008,CLI-001,REC-011,Shipping/Receiving Clerk,Light Industrial,Houston,TX,onsite,W2 Contract,3.0,referral,22.54,24.49,2024-11-16,2024-11-24,2024-12-04,2024-12-07,2024-12-28,2025-01-09,True,True,joined_late,2025-01-09,13,discovery
CAND-00669,APP-00688,REQ-00225,CLI-006,REC-015,Staff Accountant,Finance/Accounting,Philadelphia,PA,hybrid,Direct Hire,7.5,recruiter_sourced,26.04,28.18,2024-12-26,2025-01-04,2025-01-10,2025-01-11,2025-01-20,2025-01-19,True,True,joined_on_time,2025-01-19,19,discovery
CAND-00670,APP-00689,REQ-00038,CLI-011,REC-007,Administrative Assistant,Administrative/Professional,Tampa,FL,onsite,1099,6.1,recruiter_sourced,,24.3,2024-10-26,2024-11-10,2024-11-23,2024-11-26,2024-12-18,2024-12-18,True,True,joined_on_time,2024-12-18,10,held_out_test
CAND-00671,APP-00690,REQ-00152,CLI-003,REC-012,Accounts Payable Clerk,Finance/Accounting,Houston,TX,hybrid,W2 Contract,2.1,recruiter_sourced,28.44,32.45,2024-04-24,2024-05-03,2024-05-18,2024-05-20,2024-06-21,2024-06-21,True,True,joined_on_time,2024-06-21,0,hypothesis_generation
CAND-00672,APP-00691,REQ-00004,CLI-003,REC-018,AR Specialist,Finance/Accounting,Tampa,FL,hybrid,W2 Contract,3.9,job_board,36.42,43.84,2024-07-27,2024-08-12,2024-08-21,2024-08-22,2024-09-15,,True,True,withdrew_post_acceptance,2024-08-24,8,discovery
CAND-00673,APP-00692,REQ-00151,CLI-001,REC-003,Shipping/Receiving Clerk,Light Industrial,Pittsburgh,PA,onsite,Contract-to-Hire,4.3,referral,18.65,19.46,2024-10-17,2024-10-24,2024-11-03,2024-11-07,2024-11-27,2024-11-27,True,True,joined_on_time,2024-11-27,0,discovery
CAND-00674,APP-00693,REQ-00057,CLI-003,REC-003,AR Specialist,Finance/Accounting,Nashville,TN,hybrid,1099,8.1,referral,,40.33,2024-06-17,2024-07-02,2024-07-06,2024-07-10,2024-07-22,,True,False,declined_offer,2024-07-10,12,discovery
CAND-00675,APP-00694,REQ-00069,CLI-010,REC-015,Executive Assistant,Administrative/Professional,Chicago,IL,hybrid,W2 Contract,2.1,job_board,19.13,21.43,2024-07-29,2024-08-18,2024-09-01,2024-09-05,2024-09-20,2024-09-20,True,True,joined_on_time,2024-09-20,3,discovery
CAND-00676,APP-00695,REQ-00095,CLI-001,REC-003,Shipping/Receiving Clerk,Light Industrial,Columbus,OH,onsite,W2 Contract,4.2,career_site,20.63,21.89,2024-10-16,2024-10-25,2024-11-08,2024-11-13,2024-11-27,2024-11-26,True,True,joined_on_time,2024-11-26,19,held_out_test
CAND-00677,APP-00696,REQ-00049,CLI-008,REC-015,Systems Administrator,IT/Technology,Milwaukee,WI,hybrid,Direct Hire,1.1,job_board,40.22,44.87,2024-10-02,2024-10-18,2024-11-05,2024-11-08,2024-12-05,,True,False,declined_offer,2024-11-08,8,discovery
CAND-00678,APP-00697,REQ-00052,CLI-011,REC-006,Data Entry Clerk,Administrative/Professional,Austin,TX,onsite,Contract-to-Hire,4.4,referral,14.11,15.61,2024-10-26,2024-11-03,2024-11-21,2024-11-21,2024-12-15,,True,False,declined_offer,2024-11-21,11,held_out_test
CAND-00679,APP-00698,REQ-00202,CLI-004,REC-004,Software Engineer,IT/Technology,Houston,TX,onsite,W2 Contract,6.6,reapply,67.61,71.8,2025-04-25,2025-05-11,2025-05-27,2025-06-01,2025-06-25,2025-07-01,True,True,joined_late,2025-07-01,16,discovery
CAND-00680,APP-00699,REQ-00049,CLI-008,REC-010,Systems Administrator,IT/Technology,Milwaukee,WI,hybrid,Direct Hire,1.9,job_board,60.19,63.87,2024-10-20,2024-10-25,2024-11-06,2024-11-06,2024-12-04,2024-12-14,True,True,joined_late,2024-12-14,11,discovery
CAND-00681,APP-00700,REQ-00163,CLI-011,REC-003,Shipping/Receiving Clerk,Light Industrial,Orlando,FL,onsite,Direct Hire,7.3,referral,16.46,18.78,2024-05-25,2024-05-29,2024-06-03,2024-06-04,2024-06-29,2024-06-28,True,True,joined_on_time,2024-06-28,11,held_out_test
CAND-00682,APP-00701,REQ-00100,CLI-003,REC-012,Bookkeeper,Finance/Accounting,Chicago,IL,hybrid,W2 Contract,3.8,referral,27.24,26.94,2025-01-10,2025-01-23,2025-02-04,2025-02-10,2025-02-21,2025-02-21,True,True,joined_on_time,2025-02-21,8,hypothesis_generation
